linux_symbol	kind	linux_source	rust_symbol	rust_path	rust_visibility	rust_parity	status	notes
ptdesc_pmd_pts_dec	inline	vendor/linux/include/linux/mm_types.h	ptdesc_pmd_pts_dec	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
ptdesc_pmd_pts_inc	inline	vendor/linux/include/linux/mm_types.h	ptdesc_pmd_pts_inc	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
ptdesc_pmd_pts_init	inline	vendor/linux/include/linux/mm_types.h	ptdesc_pmd_pts_init	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
ptdesc_set_kernel	inline	vendor/linux/include/linux/mm.h	ptdesc_set_kernel	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
ptdesc_test_kernel	inline	vendor/linux/include/linux/mm.h	ptdesc_test_kernel	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
pte_alloc_huge	inline	vendor/linux/include/linux/hugetlb.h	pte_alloc_huge	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
pte_lockptr	inline	vendor/linux/include/linux/mm.h	pte_lockptr	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
pte_mkspecial	inline	vendor/linux/include/linux/mm.h	pte_mkspecial	src/arch/x86/mm/paging.rs	pub	complete	complete	exact name exists in a complete parity file
pte_offset_huge	inline	vendor/linux/include/linux/hugetlb.h	pte_offset_huge	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
pte_offset_map	inline	vendor/linux/include/linux/mm.h	pte_offset_map	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
pte_special	inline	vendor/linux/include/linux/mm.h	pte_special	src/arch/x86/mm/paging.rs	pub	complete	complete	exact name exists in a complete parity file
ptep_lockptr	inline	vendor/linux/include/linux/mm.h	ptep_lockptr	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
ptlock_alloc	prototype	vendor/linux/include/linux/mm.h	ptlock_alloc	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
ptlock_cache_init	prototype	vendor/linux/include/linux/mm.h	ptlock_cache_init	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
ptlock_free	prototype	vendor/linux/include/linux/mm.h	ptlock_free	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
ptlock_init	inline	vendor/linux/include/linux/mm.h	ptlock_init	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
ptlock_ptr	inline	vendor/linux/include/linux/mm.h	ptlock_ptr	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
pud_alloc	inline	vendor/linux/include/linux/mm.h	pud_alloc	src/arch/x86/mm/paging.rs	pub	complete	complete	exact name exists in a complete parity file
pud_lock	inline	vendor/linux/include/linux/mm.h	pud_lock	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
pud_lockptr	inline	vendor/linux/include/linux/mm.h	pud_lockptr	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
pud_mkspecial	inline	vendor/linux/include/linux/mm.h	pud_mkspecial	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
pud_special	inline	vendor/linux/include/linux/mm.h	pud_special	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
pud_trans_huge_lock	inline	vendor/linux/include/linux/huge_mm.h	pud_trans_huge_lock	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
put_dev_pagemap	inline	vendor/linux/include/linux/memremap.h	put_dev_pagemap	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
put_memory_type	export	vendor/linux/mm/memory-tiers.c	put_memory_type	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
put_page	inline	vendor/linux/include/linux/mm.h	put_page	src/mm/page.rs	pub	complete	complete	exact name exists in a complete parity file
put_page_testzero	inline	vendor/linux/include/linux/mm.h	put_page_testzero	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
put_swap_device	inline	vendor/linux/include/linux/swap.h	put_swap_device	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
random_kmalloc_seed	export	vendor/linux/mm/slab_common.c	random_kmalloc_seed	src/mm/slab.rs	pub	complete	complete	exact name exists in a complete parity file
randomize_page	prototype	vendor/linux/include/linux/mm.h	randomize_page	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
randomize_stack_top	prototype	vendor/linux/include/linux/mm.h	randomize_stack_top	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
range_contains_unaccepted_memory	prototype	vendor/linux/include/linux/mm.h	range_contains_unaccepted_memory	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
range_in_vma	inline	vendor/linux/include/linux/mm.h	range_in_vma	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
range_in_vma_desc	inline	vendor/linux/include/linux/mm.h	range_in_vma_desc	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
range_is_subset	inline	vendor/linux/include/linux/mm.h	range_is_subset	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
rcu_read_lock	prototype	vendor/linux/include/linux/slab.h	rcu_read_lock	src/mm/slab.rs	pub	complete	complete	exact name exists in a complete parity file
rcu_read_unlock	prototype	vendor/linux/include/linux/slab.h	rcu_read_unlock	src/mm/slab.rs	pub	complete	complete	exact name exists in a complete parity file
rcuwait_wake_up	prototype	vendor/linux/include/linux/mmap_lock.h	rcuwait_wake_up	src/mm/mmap_lock.rs	pub	complete	complete	exact name exists in a complete parity file
read_cache_folio	export	vendor/linux/mm/filemap.c	read_cache_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
read_cache_page	export	vendor/linux/mm/filemap.c	read_cache_page	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
read_cache_page_gfp	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	read_cache_page_gfp	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
read_mapping_folio	inline	vendor/linux/include/linux/pagemap.h	read_mapping_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
read_mapping_page	inline	vendor/linux/include/linux/pagemap.h	read_mapping_page	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
readahead	syscall	vendor/linux/mm/readahead.c	readahead	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
readahead_batch_length	inline	vendor/linux/include/linux/pagemap.h	readahead_batch_length	src/mm/readahead.rs	pub	complete	complete	exact name exists in a complete parity file
readahead_count	inline	vendor/linux/include/linux/pagemap.h	readahead_count	src/mm/readahead.rs	pub	complete	complete	exact name exists in a complete parity file
readahead_expand	export	vendor/linux/mm/readahead.c	readahead_expand	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
readahead_folio	inline	vendor/linux/include/linux/pagemap.h	readahead_folio	src/mm/readahead.rs	pub	complete	complete	exact name exists in a complete parity file
readahead_gfp_mask	inline	vendor/linux/include/linux/pagemap.h	readahead_gfp_mask	src/mm/readahead.rs	pub	complete	complete	exact name exists in a complete parity file
readahead_index	inline	vendor/linux/include/linux/pagemap.h	readahead_index	src/mm/readahead.rs	pub	complete	complete	exact name exists in a complete parity file
readahead_length	inline	vendor/linux/include/linux/pagemap.h	readahead_length	src/mm/readahead.rs	pub	complete	complete	exact name exists in a complete parity file
readahead_pos	inline	vendor/linux/include/linux/pagemap.h	readahead_pos	src/mm/readahead.rs	pub	complete	complete	exact name exists in a complete parity file
recheck_lru_gen_max_memcg	prototype	vendor/linux/include/linux/mmzone.h	recheck_lru_gen_max_memcg	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
reclaim_register_node	prototype	vendor/linux/include/linux/swap.h	reclaim_register_node	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
reclaim_unregister_node	prototype	vendor/linux/include/linux/swap.h	reclaim_unregister_node	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
redirty_page_for_writepage	export	vendor/linux/mm/folio-compat.c	redirty_page_for_writepage	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
register_kmmio_probe	prototype	vendor/linux/include/linux/mmiotrace.h	register_kmmio_probe	src/arch/x86/mm/kmmio.rs	pub	complete	complete	exact name exists in a complete parity file
register_mt_adistance_algorithm	export	vendor/linux/mm/memory-tiers.c	register_mt_adistance_algorithm	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
register_oom_notifier	export	vendor/linux/mm/oom_kill.c	register_oom_notifier	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
register_pfn_address_space	export	vendor/linux/mm/memory-failure.c	register_pfn_address_space	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
register_vmap_purge_notifier	export	vendor/linux/mm/vmalloc.c;vendor/linux/include/linux/vmalloc.h	register_vmap_purge_notifier	src/mm/vmalloc.rs	pub	complete	complete	exact name exists in a complete parity file
release_fault_lock	inline	vendor/linux/include/linux/mm.h	release_fault_lock	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
release_pages	export	vendor/linux/mm/swap.c;vendor/linux/include/linux/mm.h	release_pages	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
remap_file_pages	syscall	vendor/linux/mm/mmap.c	remap_file_pages	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
remap_pfn_range	export	vendor/linux/mm/memory.c;vendor/linux/mm/nommu.c	remap_pfn_range	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
remap_vmalloc_range	export	vendor/linux/mm/nommu.c;vendor/linux/mm/vmalloc.c;vendor/linux/include/linux/vmalloc.h	remap_vmalloc_range	src/mm/vmalloc.rs	pub	complete	complete	exact name exists in a complete parity file
remap_vmalloc_range_partial	prototype	vendor/linux/include/linux/vmalloc.h	remap_vmalloc_range_partial	src/mm/vmalloc.rs	pub	complete	complete	exact name exists in a complete parity file
remove_mapping	prototype	vendor/linux/include/linux/swap.h	remove_mapping	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
remove_memory	export	vendor/linux/mm/memory_hotplug.c	remove_memory	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
remove_vm_area	prototype	vendor/linux/include/linux/vmalloc.h	remove_vm_area	src/mm/vmalloc.rs	pub	complete	complete	exact name exists in a complete parity file
reparent_deferred_split_queue	prototype	vendor/linux/include/linux/huge_mm.h	reparent_deferred_split_queue	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
replace_free_hugepage_folios	prototype	vendor/linux/include/linux/hugetlb.h	replace_free_hugepage_folios	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
replace_mm_exe_file	prototype	vendor/linux/include/linux/mm.h	replace_mm_exe_file	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
replace_page_cache_folio	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	replace_page_cache_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
reserve_mem_find_by_name	export	vendor/linux/mm/memblock.c;vendor/linux/include/linux/mm.h	reserve_mem_find_by_name	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
reserve_mem_release_by_name	prototype	vendor/linux/include/linux/mm.h	reserve_mem_release_by_name	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
reset_mm_hiwater_rss	inline	vendor/linux/include/linux/mm.h	reset_mm_hiwater_rss	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
restore_online_page_callback	export	vendor/linux/mm/memory_hotplug.c	restore_online_page_callback	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
resv_map_alloc	prototype	vendor/linux/include/linux/hugetlb.h	resv_map_alloc	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
resv_map_release	prototype	vendor/linux/include/linux/hugetlb.h	resv_map_release	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
rmap_walk	prototype	vendor/linux/include/linux/rmap.h	rmap_walk	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
rmap_walk_ksm	prototype	vendor/linux/include/linux/ksm.h	rmap_walk_ksm	src/mm/ksm.rs	pub	complete	complete	exact name exists in a complete parity file
rmap_walk_locked	prototype	vendor/linux/include/linux/rmap.h	rmap_walk_locked	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
root_mem_cgroup	export	vendor/linux/mm/memcontrol.c	root_mem_cgroup	src/mm/memcg.rs	pub	complete	complete	exact name exists in a complete parity file
section_map_size	prototype	vendor/linux/include/linux/mm.h	section_map_size	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
section_nr_to_pfn	inline	vendor/linux/include/linux/mmzone.h	section_nr_to_pfn	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
section_to_usemap	inline	vendor/linux/include/linux/mmzone.h	section_to_usemap	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
set_compound_head	inline	vendor/linux/include/linux/page-flags.h	set_compound_head	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
set_huge_pte_at	inline	vendor/linux/include/linux/hugetlb.h	set_huge_pte_at	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
set_mempolicy	syscall	vendor/linux/mm/mempolicy.c	set_mempolicy	src/mm/mempolicy.rs	pub	complete	complete	exact name exists in a complete parity file
set_mempolicy_home_node	syscall	vendor/linux/mm/mempolicy.c	set_mempolicy_home_node	src/mm/mempolicy.rs	pub	complete	complete	exact name exists in a complete parity file
set_mm_exe_file	prototype	vendor/linux/include/linux/mm.h	set_mm_exe_file	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
set_movable_ops	export	vendor/linux/mm/migrate.c	set_movable_ops	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
set_online_page_callback	export	vendor/linux/mm/memory_hotplug.c	set_online_page_callback	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_address	prototype	vendor/linux/include/linux/mm.h	set_page_address	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_count	inline	vendor/linux/include/linux/page_ref.h	set_page_count	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_dirty	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/mm.h	set_page_dirty	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_dirty_lock	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/mm.h	set_page_dirty_lock	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_guard	inline	vendor/linux/include/linux/mm.h	set_page_guard	src/mm/debug_alloc.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_links	inline	vendor/linux/include/linux/mm.h	set_page_links	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_node	inline	vendor/linux/include/linux/mm.h	set_page_node	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_pfmemalloc	inline	vendor/linux/include/linux/mm.h	set_page_pfmemalloc	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_private	inline	vendor/linux/include/linux/mm_types.h	set_page_private	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_section	inline	vendor/linux/include/linux/mm.h	set_page_section	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_writeback	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/page-flags.h	set_page_writeback	src/mm/page_accounting.rs	pub	complete	complete	exact name exists in a complete parity file
set_page_zone	inline	vendor/linux/include/linux/mm.h	set_page_zone	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
set_vm_flush_reset_perms	inline	vendor/linux/include/linux/vmalloc.h	set_vm_flush_reset_perms	src/mm/vmalloc.rs	pub	complete	complete	exact name exists in a complete parity file
setmax_mm_hiwater_rss	inline	vendor/linux/include/linux/mm.h	setmax_mm_hiwater_rss	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
setup_nr_node_ids	prototype	vendor/linux/include/linux/mm.h	setup_nr_node_ids	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
setup_per_cpu_pageset	prototype	vendor/linux/include/linux/mm.h	setup_per_cpu_pageset	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
shake_folio	export	vendor/linux/mm/memory-failure.c	shake_folio	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_allowable_huge_orders	inline	vendor/linux/include/linux/shmem_fs.h	shmem_allowable_huge_orders	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_charge	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_charge	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_fallocend	inline	vendor/linux/include/linux/shmem_fs.h	shmem_fallocend	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_file	inline	vendor/linux/include/linux/shmem_fs.h	shmem_file	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_file_setup	export	vendor/linux/mm/shmem.c	shmem_file_setup	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_file_setup_with_mnt	export	vendor/linux/mm/shmem.c;vendor/linux/include/linux/shmem_fs.h	shmem_file_setup_with_mnt	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_freeze	inline	vendor/linux/include/linux/shmem_fs.h	shmem_freeze	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_get_folio	export	vendor/linux/mm/shmem.c	shmem_get_folio	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_get_unmapped_area	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_get_unmapped_area	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_hpage_pmd_enabled	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_hpage_pmd_enabled	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_init	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_init	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_init_fs_context	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_init_fs_context	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_kernel_file_setup	export	vendor/linux/mm/shmem.c	shmem_kernel_file_setup	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_lock	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_lock	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_mapping	export	vendor/linux/mm/shmem.c;vendor/linux/include/linux/shmem_fs.h	shmem_mapping	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_partial_swap_usage	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_partial_swap_usage	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_read_folio	inline	vendor/linux/include/linux/shmem_fs.h	shmem_read_folio	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_read_folio_gfp	export	vendor/linux/mm/shmem.c	shmem_read_folio_gfp	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_read_mapping_page	inline	vendor/linux/include/linux/shmem_fs.h	shmem_read_mapping_page	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_read_mapping_page_gfp	export	vendor/linux/mm/shmem.c	shmem_read_mapping_page_gfp	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_swap_usage	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_swap_usage	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_truncate_range	export	vendor/linux/mm/shmem.c;vendor/linux/include/linux/shmem_fs.h	shmem_truncate_range	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_uncharge	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_uncharge	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_unlock_mapping	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_unlock_mapping	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_unuse	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_unuse	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_writeout	export	vendor/linux/mm/shmem.c	shmem_writeout	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_zero_setup	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_zero_setup	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
shmem_zero_setup_desc	prototype	vendor/linux/include/linux/shmem_fs.h	shmem_zero_setup_desc	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
show_mem	inline	vendor/linux/include/linux/mm.h	show_mem	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
shrink_all_memory	prototype	vendor/linux/include/linux/swap.h	shrink_all_memory	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
shrinker_alloc	export	vendor/linux/mm/shrinker.c	shrinker_alloc	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
shrinker_debugfs_rename	export	vendor/linux/mm/shrinker_debug.c	shrinker_debugfs_rename	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
shrinker_free	export	vendor/linux/mm/shrinker.c	shrinker_free	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
shrinker_register	export	vendor/linux/mm/shrinker.c	shrinker_register	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
si_mem_available	export	vendor/linux/mm/show_mem.c;vendor/linux/include/linux/mm.h	si_mem_available	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
si_meminfo	export	vendor/linux/mm/show_mem.c;vendor/linux/include/linux/mm.h	si_meminfo	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
si_meminfo_node	prototype	vendor/linux/include/linux/mm.h	si_meminfo_node	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
si_swapinfo	prototype	vendor/linux/include/linux/swap.h	si_swapinfo	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
size_to_hstate	inline	vendor/linux/include/linux/hugetlb.h	size_to_hstate	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
slab_is_available	prototype	vendor/linux/include/linux/slab.h	slab_is_available	src/mm/slab.rs	pub	complete	complete	exact name exists in a complete parity file
snapshot_page	prototype	vendor/linux/include/linux/mm.h	snapshot_page	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
snapshot_page_is_faithful	inline	vendor/linux/include/linux/mm.h	snapshot_page_is_faithful	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
soft_offline_page	prototype	vendor/linux/include/linux/mm.h	soft_offline_page	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
sparse_buffer_alloc	prototype	vendor/linux/include/linux/mm.h	sparse_buffer_alloc	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
sparse_vmemmap_init_nid_early	prototype	vendor/linux/include/linux/mmzone.h	sparse_vmemmap_init_nid_early	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
sparse_vmemmap_init_nid_late	prototype	vendor/linux/include/linux/mmzone.h	sparse_vmemmap_init_nid_late	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
split_folio_to_list	prototype	vendor/linux/include/linux/huge_mm.h	split_folio_to_list	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
split_folio_to_list_to_order	inline	vendor/linux/include/linux/huge_mm.h	split_folio_to_list_to_order	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
split_folio_to_order	inline	vendor/linux/include/linux/huge_mm.h	split_folio_to_order	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
split_huge_page	inline	vendor/linux/include/linux/huge_mm.h	split_huge_page	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
split_huge_page_to_list_to_order	inline	vendor/linux/include/linux/huge_mm.h	split_huge_page_to_list_to_order	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
split_huge_page_to_order	inline	vendor/linux/include/linux/huge_mm.h	split_huge_page_to_order	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
split_huge_pmd_address	inline	vendor/linux/include/linux/huge_mm.h	split_huge_pmd_address	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
split_huge_pmd_locked	inline	vendor/linux/include/linux/huge_mm.h	split_huge_pmd_locked	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
split_page	export	vendor/linux/mm/page_alloc.c;vendor/linux/include/linux/mm.h	split_page	src/mm/page_alloc.rs	pub	complete	complete	exact name exists in a complete parity file
stable_page_flags	prototype	vendor/linux/include/linux/page-flags.h	stable_page_flags	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
stack_guard_start_gap	inline	vendor/linux/include/linux/mm.h	stack_guard_start_gap	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
strndup_user	export	vendor/linux/mm/util.c	strndup_user	src/mm/util.rs	pub	complete	complete	exact name exists in a complete parity file
subpool_inode	inline	vendor/linux/include/linux/hugetlb.h	subpool_inode	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
subsection_map_index	inline	vendor/linux/include/linux/mmzone.h	subsection_map_index	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
swap_alloc_hibernation_slot	prototype	vendor/linux/include/linux/swap.h	swap_alloc_hibernation_slot	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swap_dup_entry_direct	prototype	vendor/linux/include/linux/swap.h	swap_dup_entry_direct	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swap_entry_swapped	prototype	vendor/linux/include/linux/swap.h	swap_entry_swapped	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swap_folio_sector	prototype	vendor/linux/include/linux/swap.h	swap_folio_sector	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swap_free_hibernation_slot	prototype	vendor/linux/include/linux/swap.h	swap_free_hibernation_slot	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swap_put_entries_direct	prototype	vendor/linux/include/linux/swap.h	swap_put_entries_direct	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swap_setup	prototype	vendor/linux/include/linux/swap.h	swap_setup	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swap_type_of	prototype	vendor/linux/include/linux/swap.h	swap_type_of	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swapdev_block	prototype	vendor/linux/include/linux/swap.h	swapdev_block	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swapoff	syscall	vendor/linux/mm/swapfile.c	swapoff	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swapon	syscall	vendor/linux/mm/swapfile.c	swapon	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
swp_swapcount	prototype	vendor/linux/include/linux/swap.h	swp_swapcount	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
