linux_symbol	kind	linux_source
is_kmmio_active	inline	vendor/linux/include/linux/mmiotrace.h
is_migrate_movable	inline	vendor/linux/include/linux/mmzone.h
is_nommu_shared_mapping	inline	vendor/linux/include/linux/mm.h
is_nommu_shared_vma_flags	inline	vendor/linux/include/linux/mm.h
is_page_hwpoison	inline	vendor/linux/include/linux/page-flags.h
is_pci_p2pdma_page	inline	vendor/linux/include/linux/memremap.h
is_pmd_order	inline	vendor/linux/include/linux/huge_mm.h
is_raw_hwpoison_page_in_hugepage	prototype	vendor/linux/include/linux/hugetlb.h
is_shared_maywrite	inline	vendor/linux/include/linux/mm.h
is_vm_area_hugepages	inline	vendor/linux/include/linux/vmalloc.h
is_vmalloc_addr	export	vendor/linux/mm/vmalloc.c;vendor/linux/include/linux/mm.h
is_vmalloc_or_module_addr	export	vendor/linux/mm/vmalloc.c;vendor/linux/include/linux/mm.h
is_zero_folio	inline	vendor/linux/include/linux/mm.h
is_zero_page	inline	vendor/linux/include/linux/mm.h
is_zone_device_page	inline	vendor/linux/include/linux/mmzone.h
is_zone_movable_page	inline	vendor/linux/include/linux/mmzone.h
isolate_or_dissolve_huge_folio	prototype	vendor/linux/include/linux/hugetlb.h
kasan_disable_current	export	vendor/linux/mm/kasan/common.c
kasan_enable_current	export	vendor/linux/mm/kasan/common.c
kasan_enable_hw_tags	export	vendor/linux/mm/kasan/hw_tags.c
kasan_flag_enabled	export	vendor/linux/mm/kasan/common.c
kasan_flag_vmalloc	export	vendor/linux/mm/kasan/hw_tags.c
kasan_force_async_fault	export	vendor/linux/mm/kasan/hw_tags.c
kasan_kunit_test_suite_end	export	vendor/linux/mm/kasan/report.c
kasan_kunit_test_suite_start	export	vendor/linux/mm/kasan/report.c
kasan_mode	export	vendor/linux/mm/kasan/hw_tags.c
kasan_poison	export	vendor/linux/mm/kasan/shadow.c
kasan_restore_multi_shot	export	vendor/linux/mm/kasan/report.c
kasan_save_enable_multi_shot	export	vendor/linux/mm/kasan/report.c
kasan_write_only_enabled	export	vendor/linux/mm/kasan/hw_tags.c
kernel_poison_pages	inline	vendor/linux/include/linux/mm.h
kernel_unpoison_pages	inline	vendor/linux/include/linux/mm.h
kfence_sample_interval	export	vendor/linux/mm/kfence/core.c
kfree	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kfree_bulk	inline	vendor/linux/include/linux/slab.h
kfree_const	export	vendor/linux/mm/util.c
kfree_nolock	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kfree_rcu_scheduler_running	prototype	vendor/linux/include/linux/slab.h
kfree_sensitive	export	vendor/linux/mm/slab_common.c;vendor/linux/include/linux/slab.h
kiocb_invalidate_pages	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
kiocb_invalidate_post_direct_write	prototype	vendor/linux/include/linux/pagemap.h
kiocb_write_and_wait	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
kmalloc_array_node_noprof	inline	vendor/linux/include/linux/slab.h
kmalloc_array_noprof	inline	vendor/linux/include/linux/slab.h
kmalloc_caches	export	vendor/linux/mm/slab_common.c
kmalloc_node_noprof	inline	vendor/linux/include/linux/slab.h
kmalloc_nolock_noprof	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kmalloc_noprof	inline	vendor/linux/include/linux/slab.h
kmalloc_size_roundup	export	vendor/linux/mm/slab_common.c;vendor/linux/include/linux/slab.h
kmalloc_type	inline	vendor/linux/include/linux/slab.h
kmap_high	export	vendor/linux/mm/highmem.c
kmem_buckets_create	export	vendor/linux/mm/slab_common.c
kmem_cache_alloc_bulk_noprof	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kmem_cache_alloc_lru_noprof	export	vendor/linux/mm/slub.c
kmem_cache_alloc_node_noprof	export	vendor/linux/mm/slub.c
kmem_cache_alloc_noprof	export	vendor/linux/mm/slub.c
kmem_cache_charge	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kmem_cache_destroy	export	vendor/linux/mm/slab_common.c;vendor/linux/include/linux/slab.h
kmem_cache_free	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kmem_cache_free_bulk	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kmem_cache_init_late	prototype	vendor/linux/include/linux/slab.h
kmem_cache_sheaf_size	prototype	vendor/linux/include/linux/slab.h
kmem_cache_shrink	export	vendor/linux/mm/slab_common.c;vendor/linux/include/linux/slab.h
kmem_cache_size	export	vendor/linux/mm/slab_common.c;vendor/linux/include/linux/slab.h
kmem_dump_obj	export	vendor/linux/mm/slab_common.c;vendor/linux/include/linux/slab.h
kmemdup_array	export	vendor/linux/mm/util.c
kmemdup_noprof	export	vendor/linux/mm/util.c
kmemdup_nul	export	vendor/linux/mm/util.c
kmemleak_alloc	export	vendor/linux/mm/kmemleak.c
kmemleak_alloc_percpu	export	vendor/linux/mm/kmemleak.c
kmemleak_alloc_phys	export	vendor/linux/mm/kmemleak.c
kmemleak_free	export	vendor/linux/mm/kmemleak.c
kmemleak_free_part	export	vendor/linux/mm/kmemleak.c
kmemleak_free_part_phys	export	vendor/linux/mm/kmemleak.c
kmemleak_free_percpu	export	vendor/linux/mm/kmemleak.c
kmemleak_ignore	export	vendor/linux/mm/kmemleak.c
kmemleak_ignore_percpu	export	vendor/linux/mm/kmemleak.c
kmemleak_ignore_phys	export	vendor/linux/mm/kmemleak.c
kmemleak_no_scan	export	vendor/linux/mm/kmemleak.c
kmemleak_not_leak	export	vendor/linux/mm/kmemleak.c
kmemleak_scan_area	export	vendor/linux/mm/kmemleak.c
kmemleak_transient_leak	export	vendor/linux/mm/kmemleak.c
kmemleak_update_trace	export	vendor/linux/mm/kmemleak.c
kmemleak_vmalloc	export	vendor/linux/mm/kmemleak.c
kmmio_cleanup	prototype	vendor/linux/include/linux/mmiotrace.h
kmmio_handler	prototype	vendor/linux/include/linux/mmiotrace.h
kmmio_init	prototype	vendor/linux/include/linux/mmiotrace.h
kmsan_check_memory	export	vendor/linux/mm/kmsan/hooks.c
kmsan_copy_page_meta	export	vendor/linux/mm/kmsan/shadow.c
kmsan_copy_to_user	export	vendor/linux/mm/kmsan/hooks.c
kmsan_disable_current	export	vendor/linux/mm/kmsan/hooks.c
kmsan_enable_current	export	vendor/linux/mm/kmsan/hooks.c
kmsan_handle_dma	export	vendor/linux/mm/kmsan/hooks.c
kmsan_handle_urb	export	vendor/linux/mm/kmsan/hooks.c
kmsan_memmove	export	vendor/linux/mm/kmsan/hooks.c
kmsan_poison_memory	export	vendor/linux/mm/kmsan/hooks.c
kmsan_unpoison_memory	export	vendor/linux/mm/kmsan/hooks.c
kobjsize	prototype	vendor/linux/include/linux/mm.h
krealloc_array_noprof	inline	vendor/linux/include/linux/slab.h
krealloc_node_align_noprof	export	vendor/linux/mm/slub.c
ksize	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
ksm_disable	prototype	vendor/linux/include/linux/ksm.h
ksm_disable_merge_any	prototype	vendor/linux/include/linux/ksm.h
ksm_enable_merge_any	prototype	vendor/linux/include/linux/ksm.h
ksm_execve	inline	vendor/linux/include/linux/ksm.h
ksm_exit	inline	vendor/linux/include/linux/ksm.h
ksm_fork	inline	vendor/linux/include/linux/ksm.h
ksm_madvise	export	vendor/linux/mm/ksm.c;vendor/linux/include/linux/ksm.h
ksm_map_zero_page	inline	vendor/linux/include/linux/ksm.h
ksm_might_need_to_copy	inline	vendor/linux/include/linux/ksm.h
ksm_might_unmap_zero_page	inline	vendor/linux/include/linux/ksm.h
ksm_process_mergeable	prototype	vendor/linux/include/linux/ksm.h
ksm_process_profit	prototype	vendor/linux/include/linux/ksm.h
ksm_vma_flags	inline	vendor/linux/include/linux/ksm.h
kstrdup	export	vendor/linux/mm/util.c
kstrdup_const	export	vendor/linux/mm/util.c
kstrndup	export	vendor/linux/mm/util.c
kswapd_clear_hopeless	prototype	vendor/linux/include/linux/mmzone.h
kswapd_run	prototype	vendor/linux/include/linux/swap.h
kswapd_stop	prototype	vendor/linux/include/linux/swap.h
kswapd_test_hopeless	prototype	vendor/linux/include/linux/mmzone.h
kunmap_high	export	vendor/linux/mm/highmem.c
kunmap_local_indexed	export	vendor/linux/mm/highmem.c
kvfree	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kvfree_atomic	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kvfree_call_rcu	export	vendor/linux/mm/slab_common.c
kvfree_rcu_barrier	export	vendor/linux/mm/slab_common.c;vendor/linux/include/linux/slab.h
kvfree_rcu_barrier_on_cache	export	vendor/linux/mm/slab_common.c;vendor/linux/include/linux/slab.h
kvfree_rcu_init	prototype	vendor/linux/include/linux/slab.h
kvfree_sensitive	export	vendor/linux/mm/slub.c;vendor/linux/include/linux/slab.h
kvmemdup	export	vendor/linux/mm/util.c
kvrealloc_node_align_noprof	export	vendor/linux/mm/slub.c
kzalloc_noprof	inline	vendor/linux/include/linux/slab.h
largest_zero_folio	inline	vendor/linux/include/linux/huge_mm.h
latent_entropy	export	vendor/linux/mm/page_alloc.c
leave_mm	inline	vendor/linux/include/linux/mmu_context.h
legacy_to_vma_flags	inline	vendor/linux/include/linux/mm_types.h
linear_page_index	inline	vendor/linux/include/linux/pagemap.h
list_lru_add	export	vendor/linux/mm/list_lru.c
list_lru_add_obj	export	vendor/linux/mm/list_lru.c
list_lru_count_node	export	vendor/linux/mm/list_lru.c
list_lru_count_one	export	vendor/linux/mm/list_lru.c
list_lru_del_obj	export	vendor/linux/mm/list_lru.c
list_lru_destroy	export	vendor/linux/mm/list_lru.c
list_lru_isolate	export	vendor/linux/mm/list_lru.c
list_lru_isolate_move	export	vendor/linux/mm/list_lru.c
list_lru_walk_node	export	vendor/linux/mm/list_lru.c
list_lru_walk_one	export	vendor/linux/mm/list_lru.c
local_memory_node	prototype	vendor/linux/include/linux/mmzone.h
lock_page	inline	vendor/linux/include/linux/pagemap.h
lock_vma_under_rcu	inline	vendor/linux/include/linux/mmap_lock.h
low_wmark_pages	inline	vendor/linux/include/linux/mmzone.h
lowmem_page_address	inline	vendor/linux/include/linux/mm.h
lru_add_drain	prototype	vendor/linux/include/linux/swap.h
lru_add_drain_all	prototype	vendor/linux/include/linux/swap.h
lru_add_drain_cpu	prototype	vendor/linux/include/linux/swap.h
lru_add_drain_cpu_zone	prototype	vendor/linux/include/linux/swap.h
lru_cache_disable	prototype	vendor/linux/include/linux/swap.h
lru_cache_disabled	inline	vendor/linux/include/linux/swap.h
lru_cache_enable	inline	vendor/linux/include/linux/swap.h
lru_gen_add_folio	inline	vendor/linux/include/linux/mm_inline.h
lru_gen_add_mm	prototype	vendor/linux/include/linux/mm_types.h
lru_gen_del_folio	inline	vendor/linux/include/linux/mm_inline.h
lru_gen_del_mm	prototype	vendor/linux/include/linux/mm_types.h
lru_gen_enabled	inline	vendor/linux/include/linux/mm_inline.h
lru_gen_exit_memcg	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_folio_seq	inline	vendor/linux/include/linux/mm_inline.h
lru_gen_from_seq	inline	vendor/linux/include/linux/mm_inline.h
lru_gen_in_fault	inline	vendor/linux/include/linux/mm_inline.h
lru_gen_init_lruvec	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_init_memcg	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_init_mm	inline	vendor/linux/include/linux/mm_types.h
lru_gen_init_pgdat	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_is_active	inline	vendor/linux/include/linux/mm_inline.h
lru_gen_look_around	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_migrate_mm	prototype	vendor/linux/include/linux/mm_types.h
lru_gen_offline_memcg	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_online_memcg	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_release_memcg	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_reparent_memcg	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_soft_reclaim	prototype	vendor/linux/include/linux/mmzone.h
lru_gen_switching	inline	vendor/linux/include/linux/mm_inline.h
lru_gen_update_size	inline	vendor/linux/include/linux/mm_inline.h
lru_gen_use_mm	inline	vendor/linux/include/linux/mm_types.h
lru_hist_from_seq	inline	vendor/linux/include/linux/mm_inline.h
lru_note_cost_refault	prototype	vendor/linux/include/linux/swap.h
lru_reparent_memcg	prototype	vendor/linux/include/linux/swap.h
lru_tier_from_refs	inline	vendor/linux/include/linux/mm_inline.h
lru_to_folio	inline	vendor/linux/include/linux/mm.h
lruvec_init	prototype	vendor/linux/include/linux/mmzone.h
lruvec_lru_size	prototype	vendor/linux/include/linux/swap.h
lruvec_pgdat	inline	vendor/linux/include/linux/mmzone.h
lruvec_stat_mod_folio	export	vendor/linux/mm/memcontrol.c
madvise	syscall	vendor/linux/mm/madvise.c
madvise_collapse	inline	vendor/linux/include/linux/huge_mm.h
make_device_exclusive	export	vendor/linux/mm/rmap.c
managed_zone	inline	vendor/linux/include/linux/mmzone.h
map_kernel_pages_complete	export	vendor/linux/mm/memory.c
map_kernel_pages_prepare	export	vendor/linux/mm/memory.c;vendor/linux/include/linux/mm.h
mapping_align_index	inline	vendor/linux/include/linux/pagemap.h
mapping_clear_release_always	inline	vendor/linux/include/linux/pagemap.h
mapping_clear_stable_writes	inline	vendor/linux/include/linux/pagemap.h
mapping_clear_unevictable	inline	vendor/linux/include/linux/pagemap.h
mapping_empty	inline	vendor/linux/include/linux/pagemap.h
mapping_exiting	inline	vendor/linux/include/linux/pagemap.h
mapping_gfp_constraint	inline	vendor/linux/include/linux/pagemap.h
mapping_gfp_mask	inline	vendor/linux/include/linux/pagemap.h
mapping_inaccessible	inline	vendor/linux/include/linux/pagemap.h
mapping_large_folio_support	inline	vendor/linux/include/linux/pagemap.h
mapping_max_folio_size	inline	vendor/linux/include/linux/pagemap.h
mapping_max_folio_size_supported	inline	vendor/linux/include/linux/pagemap.h
mapping_read_folio_gfp	export	vendor/linux/mm/filemap.c
mapping_release_always	inline	vendor/linux/include/linux/pagemap.h
mapping_set_error	inline	vendor/linux/include/linux/pagemap.h
mapping_set_exiting	inline	vendor/linux/include/linux/pagemap.h
mapping_set_folio_min_order	inline	vendor/linux/include/linux/pagemap.h
mapping_set_folio_order_range	inline	vendor/linux/include/linux/pagemap.h
mapping_set_gfp_mask	inline	vendor/linux/include/linux/pagemap.h
mapping_set_inaccessible	inline	vendor/linux/include/linux/pagemap.h
mapping_set_large_folios	inline	vendor/linux/include/linux/pagemap.h
mapping_set_no_writeback_tags	inline	vendor/linux/include/linux/pagemap.h
mapping_set_release_always	inline	vendor/linux/include/linux/pagemap.h
mapping_set_stable_writes	inline	vendor/linux/include/linux/pagemap.h
mapping_set_unevictable	inline	vendor/linux/include/linux/pagemap.h
mapping_set_writeback_may_deadlock_on_reclaim	inline	vendor/linux/include/linux/pagemap.h
mapping_shrinkable	inline	vendor/linux/include/linux/pagemap.h
mapping_stable_writes	inline	vendor/linux/include/linux/pagemap.h
mapping_unevictable	inline	vendor/linux/include/linux/pagemap.h
mapping_use_writeback_tags	inline	vendor/linux/include/linux/pagemap.h
mapping_writeback_may_deadlock_on_reclaim	inline	vendor/linux/include/linux/pagemap.h
mapping_wrprotect_range	export	vendor/linux/mm/rmap.c
mark_page_accessed	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/swap.h
mark_page_reserved	inline	vendor/linux/include/linux/mm.h
max_lru_gen_memcg	prototype	vendor/linux/include/linux/mmzone.h
max_mapnr	export	vendor/linux/mm/mm_init.c
maybe_mkwrite	inline	vendor/linux/include/linux/mm.h
mbind	syscall	vendor/linux/mm/mempolicy.c
mem_cgroup_from_task	export	vendor/linux/mm/memcontrol.c
mem_cgroup_get_nr_swap_pages	prototype	vendor/linux/include/linux/swap.h
mem_cgroup_shrink_node	prototype	vendor/linux/include/linux/swap.h
mem_cgroup_swap_full	prototype	vendor/linux/include/linux/swap.h
mem_cgroup_swappiness	inline	vendor/linux/include/linux/swap.h
mem_cgroup_try_charge_swap	inline	vendor/linux/include/linux/swap.h
mem_cgroup_uncharge_swap	inline	vendor/linux/include/linux/swap.h
mem_dump_obj	export	vendor/linux/mm/util.c
mem_init	prototype	vendor/linux/include/linux/mm.h
mem_map	export	vendor/linux/mm/mm_init.c
mem_section	export	vendor/linux/mm/sparse.c
mem_section_usage_size	prototype	vendor/linux/include/linux/mmzone.h
memalloc_apply_gfp_scope	prototype	vendor/linux/include/linux/vmalloc.h
memalloc_restore_scope	prototype	vendor/linux/include/linux/vmalloc.h
memblk_nr_poison_inc	prototype	vendor/linux/include/linux/mm.h
memblk_nr_poison_sub	prototype	vendor/linux/include/linux/mm.h
memcg_bpf_enabled_key	export	vendor/linux/mm/memcontrol.c
memcg_kmem_online_key	export	vendor/linux/mm/memcontrol.c
memcg_sockets_enabled_key	export	vendor/linux/mm/memcontrol.c
memcmp_pages	prototype	vendor/linux/include/linux/mm.h
memdesc_is_zone_device	inline	vendor/linux/include/linux/mmzone.h
memdesc_nid	export	vendor/linux/mm/sparse.c;vendor/linux/include/linux/mm.h
memdesc_section	inline	vendor/linux/include/linux/mm.h
memdesc_zonenum	inline	vendor/linux/include/linux/mmzone.h
memdup_user	export	vendor/linux/mm/util.c
memdup_user_nul	export	vendor/linux/mm/util.c
memfd_create	syscall	vendor/linux/mm/memfd.c
memfd_pin_folios	export	vendor/linux/mm/gup.c
memfd_secret	syscall	vendor/linux/mm/secretmem.c
memmap_init_zone_device	prototype	vendor/linux/include/linux/mmzone.h
memory_add_physaddr_to_nid	export	vendor/linux/mm/numa.c;vendor/linux/mm/numa_memblks.c
memory_cgrp_subsys	export	vendor/linux/mm/memcontrol.c
memory_failure	export	vendor/linux/mm/memory-failure.c;vendor/linux/include/linux/mm.h
memory_failure_queue	export	vendor/linux/mm/memory-failure.c;vendor/linux/include/linux/mm.h
mempolicy_in_oom_domain	prototype	vendor/linux/include/linux/mempolicy.h
mempolicy_set_node_perf	prototype	vendor/linux/include/linux/mempolicy.h
mempolicy_slab_node	prototype	vendor/linux/include/linux/mempolicy.h
mempool_alloc_bulk_noprof	export	vendor/linux/mm/mempool.c
mempool_alloc_noprof	export	vendor/linux/mm/mempool.c
mempool_alloc_pages	export	vendor/linux/mm/mempool.c
mempool_alloc_preallocated	export	vendor/linux/mm/mempool.c
mempool_alloc_slab	export	vendor/linux/mm/mempool.c
mempool_create_node_noprof	export	vendor/linux/mm/mempool.c
mempool_destroy	export	vendor/linux/mm/mempool.c
mempool_exit	export	vendor/linux/mm/mempool.c
mempool_free	export	vendor/linux/mm/mempool.c
mempool_free_bulk	export	vendor/linux/mm/mempool.c
mempool_free_pages	export	vendor/linux/mm/mempool.c
mempool_free_slab	export	vendor/linux/mm/mempool.c
mempool_init_node	export	vendor/linux/mm/mempool.c
mempool_init_noprof	export	vendor/linux/mm/mempool.c
mempool_kfree	export	vendor/linux/mm/mempool.c
mempool_kmalloc	export	vendor/linux/mm/mempool.c
mempool_resize	export	vendor/linux/mm/mempool.c
memremap_compat_align	export	vendor/linux/mm/memremap.c;vendor/linux/include/linux/memremap.h
memremap_pages	export	vendor/linux/mm/memremap.c;vendor/linux/include/linux/memremap.h
memunmap_pages	export	vendor/linux/mm/memremap.c;vendor/linux/include/linux/memremap.h
mf_dax_kill_procs	export	vendor/linux/mm/memory-failure.c
mhp_get_pluggable_range	export	vendor/linux/mm/memory_hotplug.c
mhp_supports_memmap_on_memory	export	vendor/linux/mm/memory_hotplug.c
migrate_device_finalize	export	vendor/linux/mm/migrate_device.c
migrate_device_pages	export	vendor/linux/mm/migrate_device.c
migrate_device_pfns	export	vendor/linux/mm/migrate_device.c
migrate_device_range	export	vendor/linux/mm/migrate_device.c
migrate_folio	export	vendor/linux/mm/migrate.c
migrate_pages	syscall	vendor/linux/mm/mempolicy.c
migrate_vma_finalize	export	vendor/linux/mm/migrate_device.c
migrate_vma_pages	export	vendor/linux/mm/migrate_device.c
migrate_vma_setup	export	vendor/linux/mm/migrate_device.c
migratetype_is_mergeable	inline	vendor/linux/include/linux/mmzone.h
min_order_for_split	prototype	vendor/linux/include/linux/huge_mm.h
min_wmark_pages	inline	vendor/linux/include/linux/mmzone.h
mincore	syscall	vendor/linux/mm/mincore.c
mk_pte	inline	vendor/linux/include/linux/mm.h
mlock	syscall	vendor/linux/mm/mlock.c
mlock2	syscall	vendor/linux/mm/mlock.c
mlockall	syscall	vendor/linux/mm/mlock.c
mm_account_reclaimed_pages	inline	vendor/linux/include/linux/swap.h
mm_alloc_cid	inline	vendor/linux/include/linux/mm_types.h
mm_alloc_cid_noprof	inline	vendor/linux/include/linux/mm_types.h
mm_cid_size	inline	vendor/linux/include/linux/mm_types.h
mm_cidmask	inline	vendor/linux/include/linux/mm_types.h
mm_compute_batch	prototype	vendor/linux/include/linux/mman.h
mm_core_init	prototype	vendor/linux/include/linux/mm.h
mm_core_init_early	prototype	vendor/linux/include/linux/mm.h
mm_counter	inline	vendor/linux/include/linux/mm.h
mm_counter_file	inline	vendor/linux/include/linux/mm.h
mm_cpumask	inline	vendor/linux/include/linux/mm_types.h
mm_cpus_allowed	inline	vendor/linux/include/linux/mm_types.h
mm_dec_nr_pmds	inline	vendor/linux/include/linux/mm.h
mm_dec_nr_ptes	inline	vendor/linux/include/linux/mm.h
mm_dec_nr_puds	inline	vendor/linux/include/linux/mm.h
mm_destroy_cid	inline	vendor/linux/include/linux/mm_types.h
mm_drop_all_locks	prototype	vendor/linux/include/linux/mm.h
mm_flags_clear	inline	vendor/linux/include/linux/mm.h
mm_flags_clear_all	inline	vendor/linux/include/linux/mm.h
mm_flags_set	inline	vendor/linux/include/linux/mm.h
mm_flags_test	inline	vendor/linux/include/linux/mm.h
mm_flags_test_and_clear	inline	vendor/linux/include/linux/mm.h
mm_flags_test_and_set	inline	vendor/linux/include/linux/mm.h
mm_get_unmapped_area	export	vendor/linux/mm/mmap.c
mm_has_notifiers	inline	vendor/linux/include/linux/mmu_notifier.h
mm_inc_nr_pmds	inline	vendor/linux/include/linux/mm.h
mm_inc_nr_ptes	inline	vendor/linux/include/linux/mm.h
mm_inc_nr_puds	inline	vendor/linux/include/linux/mm.h
mm_init_cid	prototype	vendor/linux/include/linux/mm_types.h
mm_init_cpumask	inline	vendor/linux/include/linux/mm_types.h
mm_ksm_zero_pages	inline	vendor/linux/include/linux/ksm.h
mm_lock_seqcount_begin	inline	vendor/linux/include/linux/mmap_lock.h
mm_lock_seqcount_end	inline	vendor/linux/include/linux/mmap_lock.h
mm_lock_seqcount_init	inline	vendor/linux/include/linux/mmap_lock.h
mm_pgtables_bytes	inline	vendor/linux/include/linux/mm.h
mm_pgtables_bytes_init	inline	vendor/linux/include/linux/mm.h
mm_populate	inline	vendor/linux/include/linux/mm.h
mm_put_huge_zero_folio	prototype	vendor/linux/include/linux/huge_mm.h
mm_take_all_locks	prototype	vendor/linux/include/linux/mm.h
mm_tlb_flush_nested	inline	vendor/linux/include/linux/mm_inline.h
mm_tlb_flush_pending	inline	vendor/linux/include/linux/mm_inline.h
mm_trace_rss_stat	prototype	vendor/linux/include/linux/mm.h
mm_untag_mask	inline	vendor/linux/include/linux/mmu_context.h
mmap_action_complete	export	vendor/linux/mm/util.c
mmap_action_ioremap	inline	vendor/linux/include/linux/mm.h
mmap_action_ioremap_full	inline	vendor/linux/include/linux/mm.h
mmap_action_map_kernel_pages	inline	vendor/linux/include/linux/mm.h
mmap_action_map_kernel_pages_full	inline	vendor/linux/include/linux/mm.h
mmap_action_prepare	export	vendor/linux/mm/util.c;vendor/linux/include/linux/mm.h
mmap_action_remap	inline	vendor/linux/include/linux/mm.h
mmap_action_remap_full	inline	vendor/linux/include/linux/mm.h
mmap_action_simple_ioremap	inline	vendor/linux/include/linux/mm.h
mmap_assert_locked	inline	vendor/linux/include/linux/mmap_lock.h
mmap_assert_write_locked	inline	vendor/linux/include/linux/mmap_lock.h
mmap_init	prototype	vendor/linux/include/linux/mm.h
mmap_lock_is_contended	inline	vendor/linux/include/linux/mmap_lock.h
mmap_lock_speculate_retry	inline	vendor/linux/include/linux/mmap_lock.h
mmap_lock_speculate_try_begin	inline	vendor/linux/include/linux/mmap_lock.h
mmap_pgoff	syscall	vendor/linux/mm/mmap.c;vendor/linux/mm/nommu.c
mmap_read_lock	inline	vendor/linux/include/linux/mmap_lock.h
mmap_read_lock_killable	inline	vendor/linux/include/linux/mmap_lock.h
mmap_read_trylock	inline	vendor/linux/include/linux/mmap_lock.h
mmap_read_unlock	inline	vendor/linux/include/linux/mmap_lock.h
mmap_read_unlock_non_owner	inline	vendor/linux/include/linux/mmap_lock.h
mmap_write_downgrade	inline	vendor/linux/include/linux/mmap_lock.h
mmap_write_lock	inline	vendor/linux/include/linux/mmap_lock.h
mmap_write_lock_killable	inline	vendor/linux/include/linux/mmap_lock.h
mmap_write_lock_nested	inline	vendor/linux/include/linux/mmap_lock.h
mmap_write_unlock	inline	vendor/linux/include/linux/mmap_lock.h
mmf_init_legacy_flags	inline	vendor/linux/include/linux/mm_types.h
mmio_trace_mapping	prototype	vendor/linux/include/linux/mmiotrace.h
mmio_trace_printk	prototype	vendor/linux/include/linux/mmiotrace.h
mmio_trace_rw	prototype	vendor/linux/include/linux/mmiotrace.h
mmiotrace_ioremap	prototype	vendor/linux/include/linux/mmiotrace.h
mmiotrace_iounmap	prototype	vendor/linux/include/linux/mmiotrace.h
mmiotrace_printk	prototype	vendor/linux/include/linux/mmiotrace.h
mmu_interval_notifier_insert	export	vendor/linux/mm/mmu_notifier.c
mmu_interval_notifier_insert_locked	export	vendor/linux/mm/mmu_notifier.c
mmu_interval_notifier_remove	export	vendor/linux/mm/mmu_notifier.c;vendor/linux/include/linux/mmu_notifier.h
mmu_interval_read_begin	export	vendor/linux/mm/mmu_notifier.c
mmu_notifier_arch_invalidate_secondary_tlbs	inline	vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_clear_flush_young	inline	vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_clear_young	inline	vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_get_locked	export	vendor/linux/mm/mmu_notifier.c
mmu_notifier_put	export	vendor/linux/mm/mmu_notifier.c;vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_range_init	inline	vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_range_init_owner	inline	vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_register	export	vendor/linux/mm/mmu_notifier.c;vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_release	inline	vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_subscriptions_destroy	inline	vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_subscriptions_init	inline	vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_synchronize	export	vendor/linux/mm/mmu_notifier.c;vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_test_young	inline	vendor/linux/include/linux/mmu_notifier.h
mmu_notifier_unregister	export	vendor/linux/mm/mmu_notifier.c;vendor/linux/include/linux/mmu_notifier.h
mod_mthp_stat	inline	vendor/linux/include/linux/huge_mm.h
mod_node_page_state	export	vendor/linux/mm/vmstat.c
mod_zone_page_state	export	vendor/linux/mm/vmstat.c
movable_only_nodes	inline	vendor/linux/include/linux/mmzone.h
movable_zone	export	vendor/linux/mm/page_alloc.c
move_hugetlb_page_tables	inline	vendor/linux/include/linux/hugetlb.h
move_hugetlb_state	prototype	vendor/linux/include/linux/hugetlb.h
move_pages	syscall	vendor/linux/mm/migrate.c
mpol_cond_put	inline	vendor/linux/include/linux/mempolicy.h
mpol_dup	inline	vendor/linux/include/linux/mempolicy.h
mpol_equal	inline	vendor/linux/include/linux/mempolicy.h
